action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,game_date,matchup,opponent,shot_id,resultado,cor
Jump Shot,Jump Shot,91,20000206,33.9073,-157,137,-118.4268,3,1,0,2000-01,30,20,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-11-28,LAL vs. IND,IND,296,Cesta,green
Driving Layup Shot,Layup,235,20000206,34.0443,0,0,-118.2698,2,2,0,2000-01,54,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-28,LAL vs. IND,IND,303,Cesta,green
Slam Dunk Shot,Dunk,307,20000206,34.0443,0,0,-118.2698,8,3,0,2000-01,22,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-28,LAL vs. IND,IND,304,Cesta,green
Driving Layup Shot,Layup,358,20000206,34.0443,0,0,-118.2698,4,3,0,2000-01,3,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-28,LAL vs. IND,IND,309,Cesta,green
Running Jump Shot,Jump Shot,374,20000206,33.9093,-124,135,-118.3938,2,3,0,2000-01,19,18,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-11-28,LAL vs. IND,IND,312,Cesta,green
Jump Shot,Jump Shot,11,20000222,34.0353,-134,9,-118.4038,10,1,0,2000-01,59,13,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-11-30,LAL @ SEA,SEA,318,Cesta,green
Running Jump Shot,Jump Shot,109,20000222,34.0253,-29,19,-118.2988,0,1,0,2000-01,48,3,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-30,LAL @ SEA,SEA,321,Cesta,green
Slam Dunk Shot,Dunk,267,20000222,34.0443,0,0,-118.2698,9,3,0,2000-01,37,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-30,LAL @ SEA,SEA,329,Cesta,green
Slam Dunk Shot,Dunk,294,20000222,34.0443,0,0,-118.2698,7,3,0,2000-01,2,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-30,LAL @ SEA,SEA,331,Cesta,green
Jump Shot,Jump Shot,335,20000222,33.8673,60,177,-118.2098,3,3,0,2000-01,45,18,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-11-30,LAL @ SEA,SEA,332,Cesta,green
Driving Layup Shot,Layup,358,20000222,34.0443,0,0,-118.2698,1,3,0,2000-01,28,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-11-30,LAL @ SEA,SEA,333,Cesta,green
Jump Shot,Jump Shot,46,20000230,33.9763,172,68,-118.0978,7,1,0,2000-01,28,18,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-01,LAL vs. SAS,SAS,336,Cesta,green
Jump Shot,Jump Shot,61,20000230,33.8793,-86,165,-118.3558,5,1,0,2000-01,30,18,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-01,LAL vs. SAS,SAS,338,Cesta,green
Driving Dunk Shot,Dunk,75,20000230,34.0443,0,0,-118.2698,4,1,0,2000-01,4,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-01,LAL vs. SAS,SAS,340,Cesta,green
Running Jump Shot,Jump Shot,197,20000230,33.9283,159,116,-118.1108,4,2,0,2000-01,14,19,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-01,LAL vs. SAS,SAS,345,Cesta,green
Jump Shot,Jump Shot,259,20000230,33.8963,32,148,-118.2378,11,3,0,2000-01,35,15,1.0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-12-01,LAL vs. SAS,SAS,347,Cesta,green
Driving Layup Shot,Layup,300,20000230,34.0443,0,0,-118.2698,5,3,0,2000-01,59,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-01,LAL vs. SAS,SAS,351,Cesta,green
Jump Shot,Jump Shot,310,20000230,33.9113,-79,133,-118.3488,4,3,0,2000-01,41,15,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2000-12-01,LAL vs. SAS,SAS,352,Cesta,green
Jump Shot,Jump Shot,370,20000230,33.8903,66,154,-118.2038,0,3,0,2000-01,37,16,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-01,LAL vs. SAS,SAS,354,Cesta,green
Slam Dunk Shot,Dunk,386,20000230,34.0443,0,0,-118.2698,11,4,0,2000-01,0,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-01,LAL vs. SAS,SAS,357,Cesta,green
Jump Shot,Jump Shot,401,20000230,33.9763,-58,68,-118.3278,9,4,0,2000-01,42,8,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2000-12-01,LAL vs. SAS,SAS,358,Cesta,green
Jump Shot,Jump Shot,404,20000230,33.9833,60,61,-118.2098,9,4,0,2000-01,7,8,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2000-12-01,LAL vs. SAS,SAS,359,Cesta,green
Slam Dunk Shot,Dunk,425,20000230,34.0443,0,0,-118.2698,6,4,0,2000-01,38,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-01,LAL vs. SAS,SAS,362,Cesta,green
Jump Shot,Jump Shot,477,20000230,33.8843,-136,160,-118.4058,0,4,0,2000-01,51,20,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-01,LAL vs. SAS,SAS,364,Cesta,green
Jump Shot,Jump Shot,10,20000246,33.9173,60,127,-118.2098,10,1,0,2000-01,26,14,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2000-12-03,LAL vs. DAL,DAL,366,Cesta,green
Running Jump Shot,Jump Shot,28,20000246,33.9623,39,82,-118.2308,8,1,0,2000-01,34,9,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2000-12-03,LAL vs. DAL,DAL,368,Cesta,green
Jump Shot,Jump Shot,95,20000246,34.0313,110,13,-118.1598,1,1,0,2000-01,29,11,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-12-03,LAL vs. DAL,DAL,371,Cesta,green
Jump Shot,Jump Shot,199,20000246,33.9173,-185,127,-118.4548,1,2,0,2000-01,49,22,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-03,LAL vs. DAL,DAL,376,Cesta,green
Jump Shot,Jump Shot,221,20000246,33.9553,11,89,-118.2588,0,2,0,2000-01,25,8,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2000-12-03,LAL vs. DAL,DAL,378,Cesta,green
Slam Dunk Shot,Dunk,245,20000246,34.0443,0,0,-118.2698,10,3,0,2000-01,32,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-03,LAL vs. DAL,DAL,380,Cesta,green
Jump Shot,Jump Shot,290,20000246,33.9993,-157,45,-118.4268,5,3,0,2000-01,12,16,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-03,LAL vs. DAL,DAL,382,Cesta,green
Jump Shot,Jump Shot,297,20000246,33.8583,-92,186,-118.3618,4,3,0,2000-01,5,20,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-03,LAL vs. DAL,DAL,383,Cesta,green
Running Jump Shot,Jump Shot,308,20000246,34.0163,75,28,-118.1948,3,3,0,2000-01,3,8,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2000-12-03,LAL vs. DAL,DAL,385,Cesta,green
Tip Shot,Tip Shot,348,20000246,34.0443,0,0,-118.2698,0,3,0,2000-01,0,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-03,LAL vs. DAL,DAL,387,Cesta,green
Driving Layup Shot,Layup,375,20000246,34.0443,0,0,-118.2698,8,4,0,2000-01,35,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-03,LAL vs. DAL,DAL,388,Cesta,green
Running Jump Shot,Jump Shot,391,20000246,33.9343,-115,110,-118.3848,7,4,0,2000-01,31,15,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-12-03,LAL vs. DAL,DAL,389,Cesta,green
Slam Dunk Shot,Dunk,20,20000258,34.0443,0,0,-118.2698,9,1,0,2000-01,57,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-05,LAL vs. PHI,PHI,393,Cesta,green
Running Jump Shot,Jump Shot,46,20000258,33.8793,-65,165,-118.3348,7,1,0,2000-01,27,17,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-05,LAL vs. PHI,PHI,394,Cesta,green
Running Jump Shot,Jump Shot,50,20000258,33.9113,81,133,-118.1888,6,1,0,2000-01,48,15,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-12-05,LAL vs. PHI,PHI,395,Cesta,green
Driving Layup Shot,Layup,147,20000258,34.0213,18,23,-118.2518,9,2,0,2000-01,26,2,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-05,LAL vs. PHI,PHI,401,Cesta,green
Jump Shot,Jump Shot,156,20000258,33.9553,123,89,-118.1468,8,2,0,2000-01,6,15,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-12-05,LAL vs. PHI,PHI,402,Cesta,green
Driving Layup Shot,Layup,180,20000258,34.0443,0,0,-118.2698,5,2,0,2000-01,23,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-05,LAL vs. PHI,PHI,404,Cesta,green
Jump Shot,Jump Shot,305,20000258,33.9073,-122,137,-118.3918,6,3,0,2000-01,36,18,1.0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-05,LAL vs. PHI,PHI,410,Cesta,green
Running Jump Shot,Jump Shot,322,20000258,34.0593,123,-15,-118.1468,4,3,0,2000-01,46,12,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-12-05,LAL vs. PHI,PHI,411,Cesta,green
Jump Shot,Jump Shot,324,20000258,34.0593,-149,-15,-118.4188,4,3,0,2000-01,16,14,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-12-05,LAL vs. PHI,PHI,412,Cesta,green
Layup Shot,Layup,425,20000258,34.0443,0,0,-118.2698,6,4,0,2000-01,4,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-05,LAL vs. PHI,PHI,416,Cesta,green
Jump Shot,Jump Shot,436,20000258,33.8523,39,192,-118.2308,5,4,0,2000-01,2,19,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-05,LAL vs. PHI,PHI,417,Cesta,green
Slam Dunk Shot,Dunk,470,20000258,34.0443,0,0,-118.2698,1,4,0,2000-01,24,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-05,LAL vs. PHI,PHI,419,Cesta,green
Running Jump Shot,Jump Shot,480,20000258,34.0273,60,17,-118.2098,0,4,0,2000-01,38,6,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-05,LAL vs. PHI,PHI,420,Cesta,green
Jump Shot,Jump Shot,4,20000267,33.9283,150,116,-118.1198,11,1,0,2000-01,41,18,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-06,LAL @ GSW,GSW,421,Cesta,green
Jump Shot,Jump Shot,73,20000267,33.8773,-4,167,-118.2738,4,1,0,2000-01,37,16,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-06,LAL @ GSW,GSW,424,Cesta,green
Jump Shot,Jump Shot,92,20000267,34.0443,144,0,-118.1258,2,1,0,2000-01,6,14,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-12-06,LAL @ GSW,GSW,427,Cesta,green
Layup Shot,Layup,125,20000267,34.0443,0,0,-118.2698,9,2,0,2000-01,0,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-06,LAL @ GSW,GSW,430,Cesta,green
Turnaround Jump Shot,Jump Shot,134,20000267,34.0403,180,4,-118.0898,7,2,0,2000-01,57,18,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-06,LAL @ GSW,GSW,431,Cesta,green
Reverse Layup Shot,Layup,217,20000267,34.0443,0,0,-118.2698,11,3,0,2000-01,40,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-06,LAL @ GSW,GSW,436,Cesta,green
Jump Shot,Jump Shot,307,20000267,33.9053,96,139,-118.1738,3,3,0,2000-01,31,16,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-06,LAL @ GSW,GSW,441,Cesta,green
Running Jump Shot,Jump Shot,382,20000267,33.9663,1,78,-118.2688,7,4,0,2000-01,35,7,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-06,LAL @ GSW,GSW,444,Cesta,green
Jump Shot,Jump Shot,434,20000267,33.9663,-73,78,-118.3428,2,4,0,2000-01,9,10,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2000-12-06,LAL @ GSW,GSW,447,Cesta,green
Jump Shot,Jump Shot,494,20000267,34.0483,-147,-4,-118.4168,2,5,0,2000-01,26,14,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-12-06,LAL @ GSW,GSW,451,Cesta,green
Slam Dunk Shot,Dunk,496,20000267,34.0443,0,0,-118.2698,2,5,0,2000-01,10,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-06,LAL @ GSW,GSW,452,Cesta,green
Jump Shot,Jump Shot,506,20000267,34.0443,-153,0,-118.4228,1,5,0,2000-01,18,15,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-12-06,LAL @ GSW,GSW,453,Cesta,green
Jump Shot,Jump Shot,515,20000267,34.0333,108,11,-118.1618,0,5,0,2000-01,34,10,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-12-06,LAL @ GSW,GSW,454,Cesta,green
Jump Shot,Jump Shot,32,20000280,33.9893,26,55,-118.2438,8,1,0,2000-01,27,6,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-08,LAL vs. SEA,SEA,457,Cesta,green
Jump Shot,Jump Shot,96,20000280,33.8693,75,175,-118.1948,1,1,0,2000-01,51,19,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-08,LAL vs. SEA,SEA,461,Cesta,green
Jump Shot,Jump Shot,114,20000280,33.9763,-50,68,-118.3198,0,1,0,2000-01,11,8,1.0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2000-12-08,LAL vs. SEA,SEA,462,Cesta,green
Slam Dunk Shot,Dunk,139,20000280,34.0443,0,0,-118.2698,9,2,0,2000-01,29,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-08,LAL vs. SEA,SEA,464,Cesta,green
Layup Shot,Layup,202,20000280,34.0443,0,0,-118.2698,3,2,0,2000-01,0,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-08,LAL vs. SEA,SEA,465,Cesta,green
Driving Layup Shot,Layup,214,20000280,34.0443,0,0,-118.2698,2,2,0,2000-01,2,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-08,LAL vs. SEA,SEA,467,Cesta,green
Jump Shot,Jump Shot,277,20000280,33.9113,102,133,-118.1678,8,3,0,2000-01,32,16,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-08,LAL vs. SEA,SEA,471,Cesta,green
Jump Shot,Jump Shot,286,20000280,33.9173,-23,127,-118.2928,7,3,0,2000-01,27,12,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2000-12-08,LAL vs. SEA,SEA,473,Cesta,green
Jump Shot,Jump Shot,8,20000297,33.8633,123,181,-118.1468,10,1,0,2000-01,42,21,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-10,LAL vs. DET,DET,481,Cesta,green
Slam Dunk Shot,Dunk,21,20000297,34.0443,0,0,-118.2698,9,1,0,2000-01,16,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-10,LAL vs. DET,DET,483,Cesta,green
Jump Shot,Jump Shot,28,20000297,33.9243,132,120,-118.1378,7,1,0,2000-01,59,17,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-10,LAL vs. DET,DET,485,Cesta,green
Layup Shot,Layup,100,20000297,34.0443,0,0,-118.2698,1,1,0,2000-01,24,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-10,LAL vs. DET,DET,487,Cesta,green
Running Jump Shot,Jump Shot,127,20000297,33.9173,66,127,-118.2038,10,2,0,2000-01,38,14,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2000-12-10,LAL vs. DET,DET,489,Cesta,green
Slam Dunk Shot,Dunk,212,20000297,34.0443,0,0,-118.2698,3,2,0,2000-01,29,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-10,LAL vs. DET,DET,490,Cesta,green
Jump Shot,Jump Shot,269,20000297,33.9073,102,137,-118.1678,8,3,0,2000-01,46,17,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-10,LAL vs. DET,DET,493,Cesta,green
Running Jump Shot,Jump Shot,282,20000297,33.9833,-10,61,-118.2798,7,3,0,2000-01,42,6,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-10,LAL vs. DET,DET,494,Cesta,green
Jump Shot,Jump Shot,291,20000297,33.9343,138,110,-118.1318,6,3,0,2000-01,16,17,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-10,LAL vs. DET,DET,496,Cesta,green
Layup Shot,Layup,29,20000309,34.0443,0,0,-118.2698,9,1,0,2000-01,44,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-12,LAL vs. MIL,MIL,505,Cesta,green
Jump Shot,Jump Shot,115,20000309,33.8693,11,175,-118.2588,1,1,0,2000-01,56,17,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-12,LAL vs. MIL,MIL,510,Cesta,green
Slam Dunk Shot,Dunk,180,20000309,34.0443,0,0,-118.2698,6,2,0,2000-01,17,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-12,LAL vs. MIL,MIL,512,Cesta,green
Layup Shot,Layup,203,20000309,34.0443,0,0,-118.2698,4,2,0,2000-01,11,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-12,LAL vs. MIL,MIL,514,Cesta,green
Running Jump Shot,Jump Shot,355,20000309,33.9833,32,61,-118.2378,0,3,0,2000-01,50,6,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-12,LAL vs. MIL,MIL,522,Cesta,green
Running Jump Shot,Jump Shot,75,20000320,34.0103,-27,34,-118.2968,3,1,0,2000-01,52,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-13,LAL @ POR,POR,534,Cesta,green
Running Jump Shot,Jump Shot,103,20000320,33.9533,-27,91,-118.2968,0,1,0,2000-01,40,9,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2000-12-13,LAL @ POR,POR,535,Cesta,green
Driving Layup Shot,Layup,110,20000320,34.0443,0,0,-118.2698,0,1,0,2000-01,2,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-13,LAL @ POR,POR,537,Cesta,green
Driving Layup Shot,Layup,120,20000320,34.0443,0,0,-118.2698,10,2,0,2000-01,58,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-13,LAL @ POR,POR,538,Cesta,green
Jump Shot,Jump Shot,142,20000320,34.0403,81,4,-118.1888,9,2,0,2000-01,6,8,1.0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-12-13,LAL @ POR,POR,540,Cesta,green
Jump Shot,Jump Shot,221,20000320,33.8923,96,152,-118.1738,1,2,0,2000-01,54,17,1.0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-13,LAL @ POR,POR,542,Cesta,green
Driving Layup Shot,Layup,223,20000320,34.0443,0,0,-118.2698,1,2,0,2000-01,37,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-13,LAL @ POR,POR,543,Cesta,green
Jump Shot,Jump Shot,414,20000320,34.0403,191,4,-118.0788,4,4,0,2000-01,32,19,1.0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-13,LAL @ POR,POR,551,Cesta,green
Running Jump Shot,Jump Shot,439,20000320,34.0333,-42,11,-118.3118,1,4,0,2000-01,19,4,1.0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-13,LAL @ POR,POR,553,Cesta,green
Driving Layup Shot,Layup,444,20000320,34.0443,0,0,-118.2698,1,4,0,2000-01,3,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-13,LAL @ POR,POR,554,Cesta,green
Driving Dunk Shot,Dunk,465,20000320,34.0443,0,0,-118.2698,0,4,0,2000-01,39,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-13,LAL @ POR,POR,556,Cesta,green
Driving Layup Shot,Layup,23,20000334,34.0443,0,0,-118.2698,9,1,0,2000-01,18,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-15,LAL vs. VAN,VAN,559,Cesta,green
Jump Shot,Jump Shot,199,20000334,33.9383,75,106,-118.1948,3,2,0,2000-01,16,12,1.0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612747,Los Angeles Lakers,2000-12-15,LAL vs. VAN,VAN,565,Cesta,green
Driving Layup Shot,Layup,240,20000334,34.0443,0,0,-118.2698,11,3,0,2000-01,43,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-15,LAL vs. VAN,VAN,569,Cesta,green
Dunk Shot,Dunk,249,20000334,34.0443,0,0,-118.2698,10,3,0,2000-01,22,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-15,LAL vs. VAN,VAN,570,Cesta,green
Turnaround Jump Shot,Jump Shot,377,20000334,33.8693,39,175,-118.2308,8,4,0,2000-01,43,17,1.0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-15,LAL vs. VAN,VAN,575,Cesta,green
Driving Dunk Shot,Dunk,20,20000347,34.0443,0,0,-118.2698,10,1,0,2000-01,29,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-17,LAL @ TOR,TOR,576,Cesta,green
Driving Finger Roll Shot,Layup,40,20000347,34.0443,0,0,-118.2698,8,1,0,2000-01,14,0,1.0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612747,Los Angeles Lakers,2000-12-17,LAL @ TOR,TOR,578,Cesta,green
Jump Shot,Jump Shot,58,20000347,34.0483,-206,-4,-118.4758,6,1,0,2000-01,15,20,1.0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612747,Los Angeles Lakers,2000-12-17,LAL @ TOR,TOR,579,Cesta,green
Jump Shot,Jump Shot,61,20000347,34.0063,-149,38,-118.4188,5,1,0,2000-01,45,15,1.0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612747,Los Angeles Lakers,2000-12-17,LAL @ TOR,TOR,580,Cesta,green
